0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,BFA iteration
12,10,6,10,10,10,10,12,10,10,10,10,12,10,12,10,6,10,24,14,10,6,21,14,10,14,12,23,10,10,10,14,10,21,12,10,10,10,6,10,10,10,14,6,14,12,10,10,10,26,10,6,10,10,10,13,10,10,10,14,10,10,10,10,10,14,21,10,21,21,10,6,14,14,14,13,21,10,6,10,10,10,10,10,14,6,10,10,14,10,10,6,10,14,14,10,21,10,10,10,10,10,10,10,10,14,10,14,10,10,14,10,10,10,12,10,6,14,10,6,10,21,14,21,10,10,12,12,10,10,10,10,14,10,14,6,10,6,14,6,12,12,24,6,21,10,12,12,14,10,12,10,10,4,12,10,14,6,12,10,24,10,14,10,6,14,14,10,6,14,6,21,10,10,10,10,10,10,12,10,14,10,10,6,10,6,10,24,24,12.0,10.0,6.0,24.0,14.0,10.0,10.0,12.0,12.0,14.0,14.0,10.0,10.0,10.0,6.0,14.0,10.0,12.0,6.0,12.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,23.0,10.0,6.0,24.0,10.0,14.0,10.0,4.0,10.0,14.0,6.0,21.0,10.0,10.0,13.0,12.0,26.0,10.0,21.0,10.0,10.0,14.0,6.0,10.0,21.0,14.0,12.0,12.0,10.0,10.0,10.0,10.0,6.0,10.0,21.0,12.0,24.0,10.0,10.0,1
6,10,10,14,13,10,10,10,12,6,6,10,10,12,21,10,12,10,10,10,12,12,10,10,6,23,10,10,10,21,10,10,12,24,10,6,10,6,10,10,10,24,21,14,10,12,10,6,14,14,10,6,10,10,10,10,14,10,10,10,10,10,26,10,10,6,6,10,6,10,21,14,10,21,10,14,12,10,14,10,10,10,12,10,14,13,12,10,12,14,10,14,14,10,13,12,14,6,14,14,10,10,10,10,10,10,21,10,10,10,12,10,10,10,14,10,14,14,10,12,14,10,6,6,6,10,10,14,14,12,10,10,6,14,10,10,10,10,10,10,10,10,10,10,10,21,10,10,10,10,10,10,10,10,10,12,10,10,14,10,4,6,12,10,10,10,10,21,10,6,14,10,10,10,10,21,21,10,10,14,10,14,14,21,12,10,10,10,26,10.0,14.0,10.0,18.0,10.0,6.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,14.0,10.0,14.0,12.0,6.0,10.0,12.0,10.0,10.0,6.0,21.0,6.0,10.0,10.0,10.0,12.0,14.0,14.0,10.0,10.0,14.0,10.0,14.0,6.0,14.0,10.0,10.0,12.0,10.0,12.0,21.0,6.0,10.0,21.0,12.0,10.0,14.0,10.0,26.0,10.0,14.0,6.0,10.0,12.0,10.0,10.0,12.0,12.0,10.0,12.0,1
10,10,10,10,10,10,10,14,4,18,10,12,10,14,12,12,10,14,12,10,14,13,12,6,6,10,12,10,10,10,10,21,12,14,14,6,13,10,10,10,10,6,6,10,6,13,10,12,23,21,10,10,10,10,10,14,10,10,6,10,14,12,10,10,10,10,10,10,10,14,21,12,10,10,10,12,10,10,14,6,12,10,10,10,10,10,6,12,14,12,12,21,10,10,12,10,6,10,14,10,10,10,12,10,12,10,24,21,12,14,10,6,26,10,10,21,14,14,10,10,10,12,10,14,10,6,10,14,10,14,10,10,10,12,10,10,10,6,10,6,12,12,6,12,10,10,10,10,21,10,21,14,10,6,10,14,21,10,10,10,10,4,10,6,10,10,14,12,12,14,14,10,10,10,14,10,10,6,6,6,10,10,10,10,10,10,10,10,14,10.0,10.0,14.0,10.0,10.0,21.0,10.0,10.0,14.0,10.0,10.0,6.0,10.0,10.0,14.0,6.0,6.0,10.0,12.0,10.0,10.0,14.0,10.0,10.0,10.0,6.0,21.0,10.0,10.0,10.0,10.0,14.0,10.0,6.0,23.0,6.0,10.0,10.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,14.0,12.0,10.0,6.0,10.0,10.0,18.0,10.0,10.0,10.0,21.0,26.0,12.0,12.0,12.0,21.0,10.0,10.0,10.0,24.0,1
12,12,21,10,10,10,10,10,14,12,6,10,10,10,14,10,10,10,10,10,10,10,10,10,10,12,10,10,14,10,21,10,10,10,10,21,26,10,14,21,10,14,6,13,6,14,10,14,14,12,26,10,21,10,10,10,10,14,10,12,10,10,10,10,10,24,14,10,10,14,10,12,24,26,10,24,6,10,21,10,10,24,12,12,10,10,10,14,10,10,10,10,10,14,10,10,6,14,10,12,21,26,12,10,14,6,10,14,10,10,10,10,6,12,10,10,6,12,10,24,24,10,12,10,10,14,21,10,12,10,21,10,26,10,10,10,12,12,10,10,14,14,10,12,10,6,10,10,12,6,6,6,10,10,10,21,10,10,14,6,14,14,14,10,10,12,10,12,10,10,10,6,12,10,12,10,10,6,10,10,10,6,6,14,12,6,10,10,6,14.0,10.0,10.0,14.0,10.0,10.0,14.0,21.0,10.0,10.0,21.0,10.0,14.0,10.0,14.0,14.0,10.0,6.0,4.0,10.0,12.0,14.0,10.0,12.0,10.0,14.0,12.0,10.0,10.0,21.0,10.0,10.0,6.0,10.0,10.0,10.0,14.0,10.0,10.0,6.0,12.0,14.0,10.0,6.0,10.0,10.0,10.0,6.0,14.0,10.0,21.0,10.0,18.0,21.0,10.0,10.0,10.0,10.0,10.0,23.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,1
14,10,10,14,14,10,10,14,10,12,6,10,24,10,10,6,10,4,10,6,10,10,6,6,12,10,6,21,10,10,14,14,14,10,6,14,12,6,10,10,12,10,10,12,21,10,10,14,12,10,21,10,10,10,12,21,10,10,10,14,24,10,12,10,6,10,12,10,10,10,12,10,10,14,14,10,10,12,6,24,6,10,10,10,6,12,6,21,10,10,6,10,10,14,10,21,12,10,10,14,14,14,10,10,10,4,10,10,12,10,10,21,12,10,10,10,10,14,10,12,10,13,12,21,10,14,10,14,6,10,10,10,10,10,10,10,12,12,14,10,10,10,14,10,12,10,12,10,10,10,10,10,14,14,10,14,10,6,12,10,12,14,10,14,10,10,6,12,14,10,10,10,6,14,10,6,4,21,21,12,6,10,26,10,10,14,10,6,10,10.0,10.0,14.0,10.0,12.0,14.0,6.0,6.0,10.0,21.0,6.0,10.0,10.0,10.0,14.0,10.0,12.0,10.0,12.0,12.0,12.0,24.0,6.0,6.0,6.0,14.0,12.0,10.0,10.0,10.0,10.0,12.0,6.0,10.0,12.0,10.0,14.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,14.0,12.0,10.0,6.0,10.0,6.0,12.0,10.0,10.0,10.0,21.0,10.0,12.0,12.0,14.0,10.0,10.0,14.0,10.0,14.0,14.0,14.0,10.0,1
10,12,10,14,12,6,26,14,10,10,10,10,10,14,10,10,4,10,10,10,26,10,10,10,10,14,10,12,14,10,10,13,21,10,10,10,21,10,12,10,10,10,14,6,12,10,6,10,10,6,10,24,10,6,10,6,12,13,10,26,10,10,10,10,10,10,12,14,6,14,6,10,10,26,12,6,10,12,6,10,10,12,21,12,18,14,10,26,14,12,6,10,10,10,10,10,6,10,10,14,14,14,10,10,10,10,12,10,10,10,10,10,21,10,10,10,6,21,14,14,12,12,24,21,10,6,10,12,10,10,10,14,10,10,10,10,10,10,10,10,10,10,12,10,12,12,10,10,12,10,10,14,10,24,10,12,12,10,14,10,10,14,10,10,10,6,12,10,10,10,10,14,14,10,6,10,10,12,6,12,6,10,6,10,6,10,14,10,10,10.0,10.0,6.0,10.0,10.0,10.0,6.0,6.0,10.0,14.0,6.0,10.0,14.0,12.0,10.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,24.0,10.0,10.0,14.0,13.0,14.0,12.0,10.0,10.0,10.0,12.0,10.0,12.0,12.0,10.0,6.0,12.0,12.0,10.0,14.0,14.0,14.0,10.0,14.0,12.0,12.0,18.0,10.0,6.0,14.0,10.0,23.0,6.0,6.0,14.0,10.0,10.0,1
24,10,10,24,12,13,10,6,10,10,10,21,10,10,6,12,10,10,6,10,26,10,13,10,10,14,21,14,10,10,10,12,10,6,14,10,14,14,10,10,24,14,10,21,10,12,10,12,10,6,12,10,10,14,21,6,4,10,6,10,10,14,24,12,14,14,10,10,24,10,10,12,10,12,10,10,10,10,10,12,10,21,14,6,26,10,10,10,10,14,12,21,10,10,14,14,10,14,14,10,6,10,10,12,12,10,10,10,10,10,14,12,12,14,14,12,6,12,14,14,10,10,10,6,10,12,21,6,12,10,10,10,10,10,10,10,10,14,14,6,10,10,10,24,12,14,14,6,6,10,6,10,10,12,14,10,10,10,10,4,14,21,12,10,4,10,14,10,6,12,12,26,6,21,10,10,10,6,10,6,10,12,14,21,10,10,21,10,10,10.0,21.0,6.0,21.0,21.0,14.0,10.0,10.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,21.0,13.0,14.0,26.0,10.0,10.0,10.0,14.0,12.0,12.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,6.0,10.0,10.0,12.0,10.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,12.0,10.0,14.0,10.0,10.0,10.0,6.0,12.0,10.0,10.0,10.0,10.0,24.0,10.0,10.0,10.0,10.0,12.0,14.0,21.0,1
14,10,14,10,6,6,10,10,10,10,14,14,12,10,10,23,24,10,21,21,21,10,10,10,10,12,21,6,10,10,10,21,12,10,10,14,10,10,24,12,6,10,10,14,10,12,14,14,14,10,6,10,14,14,10,21,12,12,10,10,10,10,14,12,10,10,10,10,10,14,10,10,10,10,12,10,10,12,14,10,24,10,24,12,10,10,14,10,10,6,26,14,21,14,10,10,12,10,10,10,12,14,12,14,12,10,14,6,14,14,10,10,12,10,10,10,10,10,10,6,10,10,10,10,10,10,12,10,6,10,21,14,10,10,10,10,10,12,12,10,14,10,12,6,10,10,10,10,12,10,14,21,6,10,10,10,12,10,10,10,10,6,10,6,14,10,12,10,12,10,10,14,14,10,10,6,10,14,21,10,10,10,10,6,10,14,10,14,10,6.0,14.0,10.0,10.0,14.0,10.0,6.0,12.0,10.0,12.0,10.0,6.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,6.0,12.0,12.0,14.0,10.0,12.0,10.0,6.0,6.0,10.0,10.0,14.0,10.0,10.0,21.0,6.0,10.0,21.0,12.0,14.0,10.0,10.0,14.0,21.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,12.0,14.0,10.0,10.0,21.0,14.0,12.0,12.0,26.0,6.0,10.0,10.0,10.0,10.0,6.0,1
10,10,10,10,24,10,10,6,21,10,10,10,14,12,10,12,6,10,10,10,10,12,10,14,14,10,14,12,6,6,6,10,10,10,10,10,14,10,10,6,10,10,10,10,12,10,10,10,10,10,10,14,12,10,10,12,12,12,6,10,10,6,10,10,26,26,10,12,21,10,10,10,14,24,10,24,10,21,10,10,12,10,21,10,24,10,6,6,6,10,12,14,10,14,26,6,10,14,21,10,10,6,6,14,10,6,6,10,10,10,10,6,6,6,12,12,10,10,10,14,10,10,12,10,10,12,10,10,10,14,14,21,10,10,14,10,10,6,14,10,10,21,12,10,10,26,6,6,12,10,24,10,10,10,10,10,10,14,10,6,6,10,10,10,12,10,10,10,10,12,10,14,6,10,10,10,10,10,21,12,14,12,12,21,21,10,6,14,10,14.0,10.0,14.0,14.0,10.0,10.0,14.0,23.0,21.0,10.0,6.0,10.0,6.0,10.0,10.0,10.0,24.0,10.0,10.0,10.0,21.0,10.0,10.0,10.0,26.0,21.0,6.0,6.0,10.0,12.0,10.0,14.0,10.0,10.0,10.0,4.0,10.0,14.0,21.0,10.0,10.0,6.0,6.0,10.0,21.0,21.0,14.0,10.0,24.0,10.0,10.0,21.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,21.0,14.0,10.0,21.0,10.0,1
10,6,10,10,10,10,10,21,6,10,14,14,14,24,14,10,10,10,10,10,10,10,24,10,10,13,10,10,6,14,24,10,10,10,6,10,14,12,10,14,14,10,10,21,6,14,10,10,10,10,10,10,10,10,6,10,10,10,6,14,21,12,14,10,10,10,12,10,10,21,6,13,10,10,10,10,12,12,14,10,10,10,12,10,10,6,14,10,10,14,12,6,21,14,10,14,26,14,10,21,10,13,14,12,18,10,10,10,10,21,10,10,10,12,14,6,12,10,10,26,10,10,10,10,10,10,10,6,10,10,6,6,10,10,10,10,6,14,14,10,14,12,10,10,10,10,10,10,10,10,14,6,10,10,21,10,10,12,23,10,6,10,10,10,14,6,10,6,6,10,6,6,10,10,10,10,10,6,6,10,6,21,14,6,21,10,10,10,4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,14.0,10.0,14.0,10.0,6.0,10.0,14.0,10.0,10.0,12.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,21.0,10.0,10.0,10.0,12.0,12.0,10.0,14.0,10.0,10.0,6.0,10.0,21.0,10.0,6.0,14.0,10.0,14.0,14.0,12.0,10.0,14.0,10.0,12.0,12.0,14.0,21.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,12.0,10.0,10.0,1
